Year,Circuit,SessionType,Driver,Team,LapNumber,Stint,Compound,TyreLife,FreshTyre,TrackStatus,Position,LapTimeSeconds
2021,Bahrain,Race,LEC,Ferrari,23.0,2.0,MEDIUM,11.0,True,1,5.0,96.195
2021,Bahrain,Race,LEC,Ferrari,24.0,2.0,MEDIUM,12.0,True,1,5.0,96.338
2021,Bahrain,Race,LEC,Ferrari,25.0,2.0,MEDIUM,13.0,True,1,5.0,96.428
2021,Bahrain,Race,LEC,Ferrari,26.0,2.0,MEDIUM,14.0,True,1,5.0,96.406
2021,Bahrain,Race,LEC,Ferrari,27.0,2.0,MEDIUM,15.0,True,1,5.0,96.616
2021,Bahrain,Race,LEC,Ferrari,28.0,2.0,MEDIUM,16.0,True,1,5.0,96.555
2021,Bahrain,Race,LEC,Ferrari,29.0,2.0,MEDIUM,17.0,True,1,5.0,97.096
2021,Bahrain,Race,LEC,Ferrari,30.0,2.0,MEDIUM,18.0,True,1,5.0,96.871
2021,Bahrain,Race,LEC,Ferrari,31.0,2.0,MEDIUM,19.0,True,1,4.0,97.108
2021,Bahrain,Race,LEC,Ferrari,34.0,3.0,HARD,2.0,True,1,7.0,95.096
2021,Bahrain,Race,LEC,Ferrari,35.0,3.0,HARD,3.0,True,1,7.0,95.141
2021,Bahrain,Race,LEC,Ferrari,36.0,3.0,HARD,4.0,True,1,7.0,95.055
2021,Bahrain,Race,LEC,Ferrari,37.0,3.0,HARD,5.0,True,1,7.0,95.02
2021,Bahrain,Race,LEC,Ferrari,38.0,3.0,HARD,6.0,True,1,6.0,95.264
2021,Bahrain,Race,LEC,Ferrari,39.0,3.0,HARD,7.0,True,1,5.0,94.988
2021,Bahrain,Race,LEC,Ferrari,40.0,3.0,HARD,8.0,True,1,5.0,95.118
2021,Bahrain,Race,LEC,Ferrari,41.0,3.0,HARD,9.0,True,1,5.0,95.041
2021,Bahrain,Race,LEC,Ferrari,42.0,3.0,HARD,10.0,True,1,5.0,95.284
2021,Bahrain,Race,LEC,Ferrari,43.0,3.0,HARD,11.0,True,1,5.0,95.168
2021,Bahrain,Race,LEC,Ferrari,45.0,3.0,HARD,13.0,True,1,5.0,95.373
2021,Bahrain,Race,LEC,Ferrari,46.0,3.0,HARD,14.0,True,1,5.0,95.287
